"item_id","item_name","item_description","item_type","item_price","remaining_stock"
495,"anything","Relationship option single carry federal develop nearly.","Clothing",219.83,56
496,"hour","Half where instead like week body.","Clothing",525.56,64
497,"finally","Movement rest control option.","Home Decor",731.44,18
498,"light","President anyone another left interesting land.","Books",403.19,87
499,"property","Look laugh week.","Home Decor",239.46,58
500,"exactly","Sit as painting live.","Clothing",998.93,26
501,"these","Son movement general.","Home Decor",608.34,97
502,"experience","Surface over drive leg determine treatment parent.","Books",163.98,98
503,"bring","Seven late address year boy.","Clothing",587.64,46
504,"Mr","Recognize though process true remain write energy difference.","Books",608.57,13
505,"again","Baby rather letter improve thousand probably.","Electronics",993.22,5
506,"scientist","National wonder compare avoid go money bag.","Books",351.38,75
507,"magazine","Heart report physical mean attack.","Home Decor",824.04,90
508,"Mr","Administration according billion consumer exactly investment give.","Home Decor",274.09,75
509,"pressure","Condition raise know effort government.","Clothing",26.42,45
510,"nation","Few nearly hundred.","Books",996.14,98
511,"phone","Total window area indicate brother conference.","Books",752.72,38
512,"during","Send culture form.","Electronics",57.02,22
513,"education","Else box receive raise.","Home Decor",217.36,88
514,"that","Various goal rate feeling.","Clothing",577.23,38
515,"room","Reason recently cost this off degree news position.","Clothing",891.1,61
516,"head","Set would human oil.","Home Decor",551.14,88
517,"step","Man property between author room.","Home Decor",176.77,15
518,"show","Change board myself which voice like.","Books",915.75,84
519,"boy","Western after level since own.","Home Decor",454.95,70
520,"style","Wish road number authority national.","Clothing",499.81,15
521,"start","Ability up training clear grow method.","Home Decor",415.55,34
522,"process","Particularly require eat chance ten hand.","Clothing",664.31,87
523,"red","Author rich red hair Republican everything personal.","Books",51.77,52
524,"arm","Investment his unit east chair.","Books",983.66,100
525,"important","Paper pretty understand art require control.","Books",177.65,65
526,"issue","Civil safe there happen decision.","Books",641.35,29
527,"yourself","Local recognize Democrat maintain leave off remain stay.","Electronics",623,72
528,"away","Do society note.","Home Decor",262.7,96
529,"get","Citizen necessary third he sound class charge.","Books",126.48,67
530,"here","State window less miss produce.","Clothing",350.49,64
531,"project","Argue personal week skill.","Clothing",597.02,81
532,"of","Our serious shoulder.","Home Decor",900.84,88
533,"tough","Still car bar old act another.","Electronics",112.74,10
534,"toward","Movement mother major tough.","Home Decor",276.66,46
535,"need","Cost style little doctor.","Books",600.88,28
536,"training","Factor group few.","Clothing",643.27,46
537,"issue","Station toward century moment fear even evidence.","Books",568.84,52
538,"include","Until himself phone family across night.","Home Decor",223.72,38
539,"often","Weight leader live class arm lay.","Home Decor",476.96,2
540,"improve","Approach could us sell.","Books",917.41,5
541,"be","Analysis court former thing.","Electronics",605.82,99
542,"animal","Federal water first everybody.","Home Decor",695.35,52
543,"stock","Focus car star of.","Home Decor",49.53,49
544,"major","What reflect guess wrong above born down almost.","Home Decor",126.53,6
545,"stuff","Toward price range cup author bank could.","Books",968.33,23
546,"appear","Meeting or them keep identify admit.","Home Decor",400.54,58
547,"control","Between yourself race worry.","Clothing",26.59,99
548,"how","True new business picture general him subject.","Electronics",552.35,73
549,"write","Leg other art just.","Electronics",543.63,55
550,"animal","Magazine bit role process knowledge.","Home Decor",767.22,76
551,"become","Remember ball data amount officer data computer box.","Books",817.86,62
552,"collection","Notice power method difficult decade dog.","Books",912.23,73
553,"common","Force system story meeting campaign rather.","Electronics",159.14,3
554,"doctor","Doctor news piece consumer itself.","Clothing",761.46,10
555,"contain","Send despite firm.","Home Decor",193.36,99
556,"share","House painting population tend house.","Books",835.27,58
557,"young","Under fact unit parent maybe return though.","Electronics",221.5,19
558,"top","Anything condition alone until three already.","Electronics",949.16,27
559,"back","View indicate heavy now fast try hot series.","Electronics",263.06,92
560,"their","Land own later lot a politics why.","Books",673.57,35
561,"laugh","Single glass word any reach blue.","Home Decor",415.14,69
562,"break","Yes draw floor foreign serious together professional.","Clothing",588.69,13
563,"her","Become here idea begin chair himself couple itself.","Electronics",448.23,23
564,"human","Remain serious they east admit side.","Clothing",301.31,68
565,"though","Number thought traditional environmental reflect marriage quality.","Home Decor",187.73,1
566,"instead","Identify form adult heart east property.","Electronics",384.82,95
567,"home","Stand two week always.","Electronics",606.68,90
568,"have","Example tend very only hit yourself several.","Home Decor",530.56,80
569,"fast","Say decision local investment need item.","Clothing",30.6,1
570,"per","House from move though party.","Electronics",751.44,36
571,"industry","Smile production rise do cost.","Books",339.58,96
572,"forward","Seat maintain behind decision media catch understand.","Home Decor",985.74,44
573,"action","Campaign task unit win property.","Home Decor",427.74,70
574,"degree","Mission mission thing fight until figure huge.","Books",644.34,38
575,"save","Natural far environmental similar ask environmental.","Clothing",764.61,44
576,"also","Part seven produce blue identify gun guy.","Books",980.51,64
577,"focus","Rich may some popular.","Clothing",451.77,84
578,"pretty","Role talk full day always level go.","Electronics",12.65,76
579,"place","Worker enjoy develop option.","Home Decor",717.47,9
580,"door","Summer including next player remain according.","Books",908.72,75
581,"away","Watch center glass guess prevent.","Home Decor",551.09,27
582,"child","Same police she week soon provide.","Books",259.01,39
583,"time","Note store story foreign impact home.","Clothing",840.16,14
584,"coach","Effect politics these meeting conference position.","Clothing",650.62,69
585,"deep","Need trouble treatment difference spring image ok.","Home Decor",195.37,51
586,"white","Stock list buy than.","Electronics",756.64,89
587,"subject","Case turn top six fall treatment capital.","Books",409.64,19
588,"plan","Case act alone control.","Clothing",169.35,32
589,"them","Will interesting enter sea I against.","Books",844.13,14
590,"Congress","Fine little actually face.","Clothing",512.41,54
591,"field","Cell bed factor thought carry.","Clothing",595.47,14
592,"mean","Win seek and choose south.","Clothing",505.56,50
593,"tonight","Give stand thing build pay.","Home Decor",344.35,61
594,"realize","Today chair maybe local happen know leave.","Electronics",180.44,36
595,"some","Receive enter skin oil claim total early.","Home Decor",420.35,35
596,"carry","Within right gun treat affect student among.","Books",864.37,91
597,"reveal","Individual present next be doctor.","Home Decor",795.06,90
598,"nature","Player piece rich place.","Clothing",362.58,20
599,"recent","Cultural several early.","Clothing",114.01,80
600,"coach","Beautiful up left stop.","Electronics",428.02,5
601,"all","Evening light attorney party.","Home Decor",371.16,96
602,"blue","Certain imagine result then with agent.","Electronics",583.22,88
603,"sense","Price notice specific interview board.","Home Decor",797.58,23
604,"so","Especially food us fine.","Home Decor",667.28,28
605,"phone","Nature level far whose rich help everybody the.","Clothing",690.01,10
606,"from","Learn deal chance manage Congress from every.","Electronics",70.9,32
607,"part","Strong help south follow require owner million.","Electronics",378.46,47
608,"sometimes","Manager trouble visit question.","Home Decor",367.84,68
609,"marriage","Lead movie receive remain.","Electronics",742,89
610,"subject","Painting gun finally goal.","Electronics",625.32,86
611,"top","Level act hit life laugh consider federal.","Clothing",171.99,3
612,"direction","Participant always night material.","Books",594.31,2
613,"defense","Each foot spend whether.","Clothing",28.46,51
614,"its","Good be owner huge administration thought series.","Clothing",802.13,32
615,"news","Doctor black include who support kid.","Books",233.01,99
616,"according","Your someone difference international son prepare.","Clothing",355.75,43
617,"represent","Near current white evidence garden.","Clothing",56.11,97
618,"realize","Form stop and police rather fear individual.","Clothing",523.97,35
619,"month","Stay which party think brother.","Clothing",73.33,52
620,"big","Do child face white us.","Books",247.56,75
621,"increase","Later represent book.","Electronics",106.86,42
622,"card","Mission offer young easy.","Home Decor",727.66,38
623,"open","Step shake approach voice fight look computer.","Home Decor",359.15,100
624,"side","Small sometimes first again response.","Books",742.11,59
625,"lay","Clear pull identify subject career rest get.","Books",611.98,91
626,"use","Space message discussion shoulder company mind.","Home Decor",233.23,92
627,"defense","Standard figure thank arm morning.","Electronics",676.8,58
628,"far","Personal heavy peace later fill serve crime.","Electronics",315.11,83
629,"dark","Break civil car civil truth determine center.","Clothing",603.17,26
630,"off","Style language baby.","Clothing",99.23,88
631,"threat","Too do citizen support suggest mother off.","Clothing",604.12,38
632,"president","Brother out lose science charge.","Clothing",885.96,6
633,"beat","When language before box small four.","Electronics",756.33,86
634,"wish","Fly possible country relationship material kid.","Clothing",719.04,19
635,"world","They contain once perform anyone majority over.","Clothing",784.64,76
636,"training","First bank everything old federal.","Clothing",882.87,45
637,"house","Each audience suffer play.","Books",642.99,74
638,"politics","Happen which artist since hold represent.","Clothing",522.03,16
639,"pressure","Change school author situation.","Books",65.59,13
640,"attack","Push sell prepare account radio off.","Home Decor",405.76,25
641,"civil","Week minute born instead word walk drop ready.","Home Decor",587.69,74
642,"economy","Side political say Mrs degree he support.","Clothing",46.22,62
643,"hard","Against defense mention everybody full defense.","Home Decor",928.42,82
644,"land","Whether friend bank.","Books",903.44,25
645,"attorney","Gas raise many cut responsibility product main.","Books",801.11,36
646,"talk","Thus successful professional another too each.","Electronics",603.45,98
647,"probably","Drive choice shake.","Books",318.62,9
648,"husband","Student nor memory small attention.","Electronics",817.49,49
649,"Mrs","Threat clearly rate ago cold course.","Home Decor",411.99,61
650,"arrive","Yes develop major while.","Clothing",276.94,15
651,"civil","Continue meet federal region program my building.","Clothing",290.58,91
652,"pressure","System tree game development.","Clothing",226.37,25
653,"recently","Officer push activity before player difficult want return.","Clothing",985.19,5
654,"they","Ready number school view arm hope.","Clothing",669.34,98
655,"amount","Its establish through.","Books",882.5,24
656,"form","Door major technology body have physical that.","Books",370.67,53
657,"skill","Reveal he start success first person.","Electronics",660.71,69
658,"bill","Be personal simple apply significant.","Electronics",372.72,65
659,"tend","Number direction reality story role.","Electronics",965.95,93
660,"lay","Event question message decade score threat.","Electronics",403.55,93
661,"fact","Democratic food go mind Mrs change better television.","Electronics",479.89,68
662,"structure","Bar people science weight direction.","Home Decor",49.62,5
663,"American","Plan safe size shake key half.","Electronics",998.51,73
664,"environment","Today bag who Democrat.","Books",90.34,35
665,"first","Try property stop threat sell hope.","Clothing",51.31,70
666,"he","Ok age notice population notice manage fast.","Books",55.58,15
667,"day","Quality coach consider around.","Electronics",294.1,5
668,"take","Center none worry large six outside floor.","Electronics",109.12,3
669,"material","Attack Mrs buy than American.","Electronics",924.91,1
670,"evidence","Her society measure ahead marriage exactly.","Clothing",184.8,91
671,"carry","Avoid in write those.","Books",673.35,96
672,"morning","Hard important position season push could where.","Home Decor",710.91,87
673,"yet","My beat result specific fund bar theory.","Books",439.11,98
674,"billion","All ball whom individual better assume.","Clothing",557.22,44
675,"though","Smile drop from the right middle model.","Clothing",369.7,66
676,"prove","Prepare another begin result system.","Clothing",197.66,28
677,"hope","Second religious five wear call south like.","Clothing",972.59,5
678,"final","Go lot if this only begin.","Electronics",807.85,7
679,"matter","Among start between only threat stand.","Books",534.79,56
680,"your","Look itself order check character camera mean.","Electronics",319.13,21
681,"whose","Local particular down under.","Electronics",302.85,15
682,"enjoy","Street ever end increase real start again.","Books",180.75,69
683,"research","Voice official impact memory newspaper.","Home Decor",303.17,35
684,"suddenly","Team site set industry.","Home Decor",394.68,45
685,"ground","Another well later both team.","Electronics",416.83,87
686,"since","Cold through improve follow.","Books",700.94,75
687,"Mrs","New sing page expert poor source.","Electronics",884,10
688,"tend","Enjoy protect expect painting commercial.","Electronics",704.85,37
689,"the","Campaign watch amount age out order up too.","Home Decor",814.32,61
690,"yet","Structure pattern bring middle how do leader born.","Home Decor",414.23,7
691,"everybody","Page per only exist democratic make hold occur.","Home Decor",7.4,0
692,"maintain","Staff across discover.","Electronics",158.65,68
693,"sell","Argue manage walk right imagine fast.","Electronics",145.48,13
694,"commercial","Day certainly collection news.","Electronics",409.75,15
695,"they","Spring decision east performance according what stage.","Electronics",726.3,54
696,"story","Rest test consumer capital I reason ago.","Clothing",181.57,53
697,"service","Employee visit number new.","Clothing",519.79,34
698,"people","Establish notice pattern anyone.","Electronics",668.2,97
699,"claim","Level issue what.","Clothing",98.55,63
700,"music","Trip guy car risk.","Clothing",578.19,65
701,"family","Store me risk work.","Electronics",264.03,67
702,"discussion","Our those sell nature fall school thank including.","Electronics",834.91,3
703,"visit","Risk admit explain oil challenge.","Home Decor",350.07,16
704,"major","Me voice provide north management.","Electronics",873.34,33
705,"deal","Amount hand her save live major.","Electronics",168.55,36
706,"population","Long weight beyond see pull trouble.","Electronics",188.54,84
707,"production","Chair local writer yet.","Home Decor",304.06,91
708,"understand","Concern chance head decide every audience prevent education.","Electronics",274.95,88
709,"week","Sit model total nice yourself live.","Clothing",504.57,34
710,"rich","Well wonder now stuff firm above all.","Books",396.16,59
711,"audience","Still individual rather coach improve baby.","Clothing",517.21,54
712,"try","Western him paper difference.","Home Decor",497.57,36
713,"if","Show detail produce.","Clothing",25.4,38
714,"beyond","Responsibility set opportunity notice myself heavy boy.","Clothing",875.39,77
715,"theory","Summer spend operation audience yourself.","Electronics",703.99,23
716,"carry","Road theory him city reach.","Books",325.92,94
717,"yeah","Everybody want mind per ago floor.","Electronics",437.8,80
718,"lay","Field success own discover agreement film.","Clothing",832.96,10
719,"improve","Could push fear expert opportunity.","Clothing",313.19,78
720,"pressure","Act building end ahead time when ok approach.","Books",407.98,45
721,"leg","Your man cultural.","Home Decor",249.31,76
722,"miss","Ten order staff traditional security once pretty.","Home Decor",423.71,57
723,"turn","There skill yourself person.","Home Decor",138.74,4
724,"five","Could difference many new very question.","Electronics",992.19,35
725,"protect","Bad natural owner lay own fire prove.","Books",567.75,89
726,"exist","Teacher hot resource weight international worker number feeling.","Electronics",426.27,14
727,"teach","Laugh join available natural.","Books",337.59,13
728,"operation","Begin will community read commercial value.","Home Decor",6.71,90
729,"number","That decision else.","Clothing",710.08,58
730,"laugh","Reality government southern seat door run thing.","Books",487.29,46
731,"conference","Consider full program.","Clothing",574.42,17
732,"across","Such poor also follow help wide him.","Electronics",837.9,34
733,"Republican","Good enter remain.","Books",887.67,54
734,"ability","Several safe though side official.","Home Decor",249.38,40
735,"dream","Television say behavior push.","Electronics",346.85,80
736,"magazine","Class American bed create from.","Electronics",694.97,5
737,"feel","Determine how generation social seat police actually exactly.","Home Decor",86.15,46
738,"office","Open production agency fly decade character.","Books",378.86,76
739,"night","Rest or situation south how explain.","Books",991.61,70
740,"bill","Forget discuss even month fast standard among.","Electronics",438.6,17
741,"if","Approach might inside against field similar.","Electronics",534.75,57
742,"fund","Kitchen imagine sign his reflect through.","Home Decor",651.78,52
743,"surface","Rich reach budget executive.","Books",661.27,63
744,"large","Ground himself throw travel laugh less surface.","Books",94.43,90
745,"inside","Identify particularly according customer foreign detail.","Electronics",191.42,2
746,"where","Public party management.","Electronics",874.51,61
747,"work","Point character view.","Clothing",499.03,91
748,"can","Number answer develop catch describe.","Electronics",223.4,38
749,"stock","Teach price task analysis officer sure money.","Books",76.69,39
750,"style","My more necessary structure turn operation.","Electronics",980.15,59
751,"trade","Note onto free number create reality.","Clothing",338.76,64
752,"trip","Friend garden fall body make probably.","Electronics",473.97,53
753,"night","Realize sell low mother lead better.","Electronics",430.74,80
754,"south","News fish weight professional skill growth hotel.","Home Decor",361.85,49
755,"general","Late possible market idea.","Books",926.22,37
756,"that","Many force room skill.","Home Decor",156.88,31
757,"discuss","Statement office mother official support morning that.","Home Decor",144.27,92
758,"require","Security official present appear account southern others.","Electronics",314.04,44
759,"shake","Choice half study herself organization.","Clothing",841.74,8
760,"three","Tend member since price.","Clothing",859.04,24
761,"born","Employee know machine low left throw item.","Clothing",893.18,72
762,"day","Growth adult account particularly someone fast.","Books",227.74,98
763,"customer","Member firm teach simple month first budget player.","Clothing",355.12,62
764,"job","Camera organization where wife.","Home Decor",537.9,7
765,"suggest","On help individual performance former evening third.","Home Decor",333.34,5
766,"sit","Song bad change onto reduce.","Electronics",995.65,17
767,"student","Small world choose my already poor.","Electronics",278.75,92
768,"since","Instead onto next Republican.","Clothing",677.21,52
769,"cultural","Morning clearly third common per outside.","Home Decor",258.79,89
770,"call","Later radio pay argue agent.","Books",987.58,15
771,"represent","Talk recent cell western work there.","Books",816.9,68
772,"local","Miss property remember.","Books",815.9,100
773,"society","Successful agree politics somebody quickly challenge partner.","Electronics",571.02,39
774,"they","Peace glass little especially task.","Home Decor",745.11,17
775,"cost","Similar national head decide help.","Clothing",689.69,90
776,"company","Tv debate news.","Electronics",537.95,37
777,"analysis","Environmental parent among.","Home Decor",793.18,91
778,"bill","Have system east serve medical alone.","Electronics",984.27,74
779,"herself","Since defense go against size own different ground.","Books",909.51,97
780,"government","Again determine sea want line simple response nature.","Electronics",623.9,86
781,"pick","Mention finish industry evening.","Electronics",405.29,62
782,"indicate","Reflect prepare speak.","Books",920.45,36
783,"reach","Worry discussion land sure message concern.","Clothing",157.93,52
784,"collection","Into her school.","Books",6.45,22
785,"lead","Side simple actually future newspaper dream smile.","Electronics",927.88,87
786,"mission","Exactly food follow case.","Electronics",889.77,73
787,"certain","Son and at however person consider economic.","Electronics",55.14,8
788,"blue","Live wind record day suddenly.","Electronics",452.92,66
789,"budget","Consider civil store language that board various.","Clothing",475.89,98
790,"language","Big similar represent interesting from.","Clothing",722.41,45
791,"win","Someone main natural career tell election particularly.","Books",295.39,4
792,"guess","Bag fund listen appear.","Clothing",697.4,22
793,"kitchen","National every event stand age.","Electronics",256.48,48
794,"nature","Seem other impact threat tend.","Books",322.81,36
795,"financial","Big financial country guess opportunity answer model.","Home Decor",329.99,51
796,"if","How popular city education bar card experience lay.","Electronics",361.8,70
797,"none","Top weight information that we let.","Books",869.11,14
798,"relationship","Really specific so sense.","Home Decor",888.3,63
799,"head","Yourself like that until cultural hospital PM head.","Electronics",262.85,66
800,"most","Stock federal system work.","Clothing",688.08,78
801,"require","Coach fish member language myself serious thing.","Clothing",625.44,99
802,"vote","Fight hope every south doctor significant.","Books",932.89,13
803,"always","Place develop provide pattern list.","Books",952.34,56
804,"war","Fight each firm laugh page environmental thousand.","Books",674.6,8
805,"toward","Lead sit clear rise interview.","Home Decor",734.55,91
806,"identify","Around drop treatment southern.","Electronics",215.56,45
807,"industry","Day least authority myself both exist.","Home Decor",250.11,25
808,"enter","House different road.","Home Decor",562.54,23
809,"down","Federal how goal Mr suffer leader study.","Electronics",702.6,4
810,"positive","Actually follow color politics if.","Clothing",515.49,65
811,"another","Cold mention recognize idea my should.","Electronics",370.02,39
812,"husband","Consumer measure attack produce.","Electronics",739.7,84
813,"for","Direction him mother throughout message answer.","Home Decor",887.2,79
814,"eat","Will what what southern behind watch.","Books",926.42,25
815,"more","Page notice fund fall each leave development.","Home Decor",736.71,28
816,"how","War project else body each detail.","Home Decor",536.39,61
817,"blue","Approach natural center bed movie throughout.","Clothing",860.75,21
818,"father","Onto available alone today friend article.","Books",671.38,37
819,"recently","South television red decide.","Electronics",610.42,30
820,"customer","Mention material eye degree threat simple.","Home Decor",623.28,99
821,"name","Information baby look help later how particular.","Books",166.63,48
822,"authority","Our market whose program teacher.","Home Decor",474.19,15
823,"school","Around carry low Republican.","Electronics",23.87,97
824,"meeting","Hand magazine certainly possible contain four.","Clothing",163.91,60
825,"majority","Product newspaper key well.","Books",86.29,66
826,"military","Ever floor defense study professional.","Books",755.24,78
827,"family","Road I join stop care.","Books",630.64,95
828,"fear","None reality nearly purpose upon.","Electronics",72.09,69
829,"year","Quickly miss skill consumer building away.","Home Decor",893.4,56
830,"sea","Expert art stay money.","Home Decor",599.09,38
831,"next","Last others space at agree adult attention through.","Home Decor",349.99,73
832,"loss","Think forward many safe never training evening.","Home Decor",989.37,77
833,"wrong","Easy star gas least.","Clothing",848.44,10
834,"history","Fact some even air.","Home Decor",225.87,14
835,"foreign","Campaign seven rest president environment child.","Clothing",239.44,80
836,"shake","Hotel agent mouth respond watch four.","Clothing",814.8,35
837,"lose","Prove itself account deal.","Electronics",742.42,48
838,"current","Maybe sign bill focus.","Electronics",944.63,48
839,"true","Capital painting check several.","Electronics",128.98,83
840,"between","Maintain if affect data former.","Electronics",181.11,52
841,"authority","Again floor spring short while produce but personal.","Electronics",381.24,26
842,"think","Environmental build present unit decade director have suffer.","Clothing",79.39,97
843,"night","Support easy art situation travel art.","Home Decor",585.02,93
844,"term","Myself speak expert leg join represent house.","Home Decor",969,83
845,"knowledge","Hit rock job.","Home Decor",958.82,44
846,"dream","Long stuff while would exist or.","Home Decor",771.32,72
847,"sort","Sure level citizen themselves safe.","Clothing",858.15,84
848,"hope","Edge difficult decade between add.","Home Decor",430.44,95
849,"behavior","Scientist relate look it.","Books",230.05,27
850,"dark","Meet run face.","Clothing",621.15,91
851,"his","Analysis bed else which group matter value community.","Electronics",54.55,38
852,"decision","Cost herself turn operation evening.","Electronics",965.24,63
853,"not","Current chance itself minute billion by chance.","Electronics",285.11,18
854,"themselves","Military glass perhaps gun cause their key agent.","Clothing",448.89,12
855,"never","Second quite activity woman.","Books",989.65,31
856,"bit","Turn structure lead leave coach.","Electronics",530.68,55
857,"executive","Now alone upon employee experience notice number.","Books",618.03,50
858,"rock","Newspaper nation couple career military fire news.","Home Decor",144.35,34
859,"wait","Deal factor talk assume.","Books",616.81,6
860,"always","Crime along necessary me kid check.","Books",389.71,26
861,"week","Hold treatment example hold thing.","Home Decor",335.59,49
862,"event","Behind crime response box.","Clothing",455.15,66
863,"relationship","Best second court accept.","Books",723.74,35
864,"window","Visit he understand increase ability rise.","Clothing",326.94,91
865,"enter","Bit every factor fine.","Clothing",890.66,99
866,"four","So someone skill.","Electronics",401.68,63
867,"tend","History type smile down carry others new cover.","Electronics",163.77,36
868,"stock","Common piece report side company.","Books",97.68,70
869,"painting","Opportunity while program company rather animal answer.","Electronics",259.2,26
870,"big","Likely far region protect.","Books",927.89,10
871,"ahead","Somebody participant teacher speech.","Clothing",439.76,72
872,"success","Teacher north learn model enough you outside.","Electronics",358.31,38
873,"join","Inside most option.","Clothing",291.66,35
874,"organization","Light sort next.","Electronics",252.71,52
875,"young","Continue edge though find never prevent such.","Books",833.24,54
876,"quality","Forget himself mouth his.","Books",420.81,45
877,"imagine","Responsibility wife including.","Books",94.13,19
878,"show","Manage south parent.","Books",940.01,97
879,"program","Discuss feel start tonight yes special.","Electronics",412.31,8
880,"friend","Other dream establish simple.","Books",4.63,22
881,"onto","Just away whatever staff something direction as.","Clothing",200.77,0
882,"many","Form wind own win radio.","Home Decor",720.82,33
883,"successful","Morning opportunity half.","Home Decor",46.01,7
884,"development","Table hold question camera two garden.","Clothing",167.84,92
885,"president","Finish owner fast weight.","Electronics",431.81,48
886,"always","Bit process chair foreign.","Clothing",24.88,49
887,"paper","Heavy card address social measure check quite.","Electronics",27.89,58
888,"college","Laugh around issue interest budget.","Books",590.45,31
889,"drop","Believe include save role run our.","Home Decor",38.05,21
890,"finish","Process discuss television center change represent.","Electronics",504.87,80
891,"police","Risk indeed million drug.","Clothing",71.25,18
892,"among","Important or dog reduce trouble will.","Home Decor",919.15,86
893,"can","Today understand himself look common art.","Home Decor",43.96,46
894,"resource","Perhaps case rock few personal media create.","Electronics",283.73,22
895,"develop","Adult talk full face order.","Home Decor",273.92,57
896,"recognize","Purpose in hotel.","Books",624.36,23
897,"never","Discussion become girl history by say unit way.","Clothing",957.08,13
898,"worker","Program watch late.","Home Decor",566.68,34
899,"use","Oil improve beyond stay.","Electronics",682.46,86
900,"far","Executive wife deep that.","Books",928.47,78
901,"teacher","Money specific even style.","Books",254.84,34
902,"give","Game change successful old expert thus.","Electronics",497.76,84
903,"magazine","As spring ten exactly high likely.","Home Decor",429.58,69
904,"region","Decade at blue allow.","Home Decor",420.45,32
905,"call","Garden hard soldier among office green response.","Books",803.5,10
906,"meeting","Score they myself name claim.","Clothing",619.16,17
907,"instead","Decide series usually civil account red.","Books",320.74,88
908,"war","Herself tell matter attention tonight thing.","Clothing",575.03,34
909,"certain","Pretty specific only thought.","Books",391.08,4
910,"speak","Mention drive early form hand.","Books",722.59,90
911,"ok","Leave operation form choose visit.","Books",152.78,85
912,"way","Adult care push couple provide.","Books",114.36,19
913,"treatment","Including sure its sort.","Clothing",352.34,1
914,"relationship","Responsibility us tough bill happy green bar.","Books",96.61,88
915,"happy","Follow create relationship less front president.","Home Decor",343.5,33
916,"public","Yet training bed including vote rather face.","Books",727.22,56
917,"outside","Series probably occur significant.","Books",120.8,9
918,"street","Former want radio although.","Books",917.13,9
919,"stay","Truth add issue heart song site.","Books",915.19,96
920,"argue","Reach concern value course significant travel.","Clothing",137.07,80
921,"beautiful","Common short page fear.","Home Decor",774.56,79
922,"tax","Trade mention but between own.","Home Decor",456.55,28
923,"kitchen","Heart onto whom next.","Books",790.27,41
924,"stay","Would even us.","Books",26.49,99
925,"although","Citizen poor half hotel quite bad mention.","Electronics",293.99,51
926,"and","Require run customer case.","Home Decor",374.58,51
927,"likely","During child be animal.","Books",317.18,86
928,"beautiful","College environment your main sing maintain.","Clothing",6.38,16
929,"enough","Long particular may someone think a.","Home Decor",470.66,16
930,"task","Task would since case political.","Electronics",11.64,47
931,"seven","Air fill expect.","Home Decor",234.72,79
932,"manage","Its get long factor material.","Home Decor",527.65,26
933,"body","Worry various only another scene cell.","Electronics",97.55,98
934,"we","Several right wear speech just truth.","Clothing",971.05,35
935,"value","Direction war specific again maybe piece should.","Home Decor",462.27,25
936,"able","Approach argue fund order return.","Clothing",289.51,49
937,"public","Modern support mention TV reflect somebody.","Clothing",693.11,97
938,"guy","Because dark employee position easy road baby.","Books",413.08,24
939,"describe","Small its occur bill both idea room.","Books",615.02,0
940,"green","Address memory beat all.","Electronics",671.13,34
941,"road","Rise head eat walk base executive window.","Books",739.23,1
942,"fast","Senior food possible life board dog under.","Books",876.61,5
943,"close","Enjoy security letter eight.","Books",98.55,59
944,"pattern","Accept TV color thank politics participant admit.","Electronics",218.16,34
945,"difficult","Join too this everything international that.","Electronics",396.29,36
946,"seem","Attention my matter them and.","Home Decor",378.09,63
947,"bag","Exactly western though better rather especially.","Books",496.09,55
948,"herself","Really look stay his option well.","Electronics",871.79,69
949,"both","Few type radio into stock significant baby.","Electronics",419.57,36
950,"lead","Charge discover opportunity station change very class.","Books",698.23,26
951,"cold","Language maybe everybody protect industry.","Electronics",300.43,69
952,"prepare","Benefit month war fact.","Electronics",925.3,47
953,"two","Friend process southern trial authority reach.","Home Decor",93.67,39
954,"safe","Question arm street once TV.","Books",806.88,67
955,"his","Gun ahead foot contain two common generation.","Books",324.64,56
956,"quite","Seat month today first.","Clothing",482.81,62
957,"chance","Before coach character design relate.","Electronics",628.88,17
958,"very","Hotel network physical station score performance.","Clothing",166.2,29
959,"head","Especially local yet letter.","Home Decor",593.96,60
960,"discussion","Fast dark military true yourself per.","Electronics",539.67,63
961,"sign","Care glass travel.","Books",209.12,49
962,"bar","Operation this take always nice.","Clothing",300.31,87
963,"approach","Community behind way offer daughter line yeah.","Books",103.71,26
964,"trouble","Ask page its yes star represent more.","Clothing",145.7,76
965,"character","Move well mention five none author consumer.","Home Decor",487.74,80
966,"news","Specific according receive actually east.","Clothing",68.05,5
967,"exactly","Rest rise environment suddenly.","Clothing",576.23,99
968,"enter","Able avoid player second success.","Clothing",920.64,28
969,"phone","Ready current see manage hotel effect.","Home Decor",997.05,17
970,"hot","Put professional add behind house college.","Home Decor",963.34,61
971,"use","Push article standard affect close peace western.","Clothing",899.8,40
972,"college","Ball adult even those.","Books",652.6,57
973,"interesting","Himself future mind human simple board.","Electronics",764.27,20
974,"security","Age I college along tonight.","Books",277.15,96
975,"author","Later sometimes address success hand tax.","Electronics",789.56,80
976,"series","Evidence determine others admit minute.","Clothing",707.76,27
977,"pull","Entire around wish meet name could food human.","Books",706.26,65
978,"data","Consider until production president.","Books",494.35,98
979,"make","Understand real town identify beautiful focus.","Clothing",124.99,62
980,"fact","Peace goal head book success visit history theory.","Clothing",940.7,52
981,"modern","Return environment available floor visit.","Home Decor",159.39,33
982,"hand","Person enough research debate interview effect.","Books",472.97,86
983,"price","Call world he once.","Clothing",176.45,75
984,"man","Serious play south example analysis history.","Clothing",311.69,29
985,"stuff","Live contain bit strategy.","Books",845.05,98
986,"movement","Girl our lot sure end program.","Home Decor",251.74,90
